YearBuilt,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LotArea,YrSold,HouseStyle,Condition1,Condition2,RoofMatl,Exterior1st,Exterior2nd,MSZoning,SaleType,SalePrice
1958,6,8,1138,0,10482,2007,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,145000
2007,6,5,894,1039,14598,2008,2Story,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,214000
1965,5,8,912,0,8872,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,147000
2008,9,5,1702,0,8769,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,New,367294
1960,5,5,1507,0,7910,2008,SLvl,Norm,Norm,CompShg,BrkFace,HdBoard,RL,WD,127000
1977,5,5,1361,1259,18890,2007,1.5Fin,Feedr,RRAe,CompShg,Plywood,Plywood,RL,WD,190000
1962,5,6,1190,0,7728,2006,SLvl,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,132500
1962,4,5,1224,0,9842,2007,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,101800
1959,5,5,1188,0,12160,2010,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,COD,142000
1911,5,6,1024,940,8525,2008,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RH,WD,130000
1914,5,5,892,892,13132,2006,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,138887
2003,7,5,764,862,2628,2010,2Story,Norm,Norm,CompShg,VinylSd,Wd Shng,RL,WD,175500
2004,7,5,847,1101,12393,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,195000
2005,6,5,1141,0,13072,2006,1Story,RRAe,Norm,CompShg,VinylSd,VinylSd,RL,WD,142500
2006,8,5,1484,0,9037,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,265900
2003,7,5,884,884,8158,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,224900
2007,7,6,1689,0,9849,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,248328
1974,7,6,1173,0,10625,2010,SFoyer,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,170000
2006,10,5,2076,0,13891,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,465000
1929,8,7,792,725,11435,2006,2Story,Norm,Norm,CompShg,BrkFace,Stucco,RL,WD,230000
1984,6,7,1140,728,12090,2007,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,178000
2005,7,5,756,797,8125,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,New,186500
1976,6,5,1034,0,12328,2010,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,169900
1917,6,5,1134,924,9600,2008,2.5Unf,Norm,Norm,CompShg,AsbShng,AsbShng,RM,WD,129500
1950,5,7,988,0,7200,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,119000
1968,7,5,2110,0,11160,2010,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,244000
2003,7,5,1405,0,3136,2006,1Story,Norm,Norm,CompShg,VinylSd,Wd Shng,RL,WD,171750
1968,5,6,874,0,9858,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,130000
1974,7,7,1516,651,17542,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,294000
2003,7,5,760,896,6931,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,165400
1931,6,6,959,408,6240,2007,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,127500
1994,8,5,1987,0,14303,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,301500
1922,5,8,864,0,4060,2009,1Story,Feedr,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,99900
2005,7,5,1166,0,9587,2008,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,190000
1969,6,8,1054,0,9750,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,151000
1999,6,5,892,783,24682,2009,2Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,WD,181000
1956,5,6,1050,0,9600,2009,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,128900
1957,4,5,1104,684,11250,2009,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,161500
1919,6,6,1060,764,13515,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,180500
1998,6,5,1337,0,4060,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RH,COD,181000
1999,7,5,713,739,3735,2006,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,183900
1910,7,4,964,925,10120,2007,2.5Unf,Feedr,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,122000
2008,9,5,2018,0,13214,2010,1Story,Norm,Norm,CompShg,Stucco,CmentBd,RL,WD,378500
1935,8,9,1968,1479,14100,2008,1.5Fin,Norm,Norm,CompShg,Stucco,Stucco,RL,WD,381000
1958,5,5,874,650,11344,2007,1.5Fin,Feedr,Norm,CompShg,MetalSd,MetalSd,RL,WD,144000
1979,7,6,1332,192,23595,2010,1Story,Norm,Norm,WdShake,Plywood,Plywood,RL,WD,260000
1968,6,7,1489,0,9156,2009,1Story,PosN,Norm,CompShg,BrkFace,BrkFace,RL,WD,185750
1965,5,6,935,0,13526,2006,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,137000
1959,6,7,1357,0,11512,2008,SLvl,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,177000
1910,5,6,661,589,5362,2007,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Shng,RL,WD,139000
1948,5,5,928,992,11345,2007,2Story,Feedr,Norm,Roll,AsbShng,AsbShng,RL,WD,137000
1972,6,6,735,660,12936,2009,2Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,162000
1967,6,5,1724,0,17871,2009,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,197900
2002,8,5,1128,903,9473,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,237000
1920,4,4,698,430,7500,2010,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,C (all),COD,68400
2002,7,5,1573,0,9808,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,227000
1990,7,5,1339,0,8049,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,180000
1977,5,7,1040,0,8800,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,150500
1971,6,5,912,912,9400,2010,2Story,Norm,Norm,CompShg,MetalSd,Wd Shng,RL,WD,139000
1919,6,7,1699,748,9638,2010,1.5Fin,Feedr,Norm,CompShg,Wd Sdng,Wd Shng,RL,WD,169000
1939,6,6,825,587,6000,2009,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,132500
1963,6,5,1328,0,9790,2010,1Story,Feedr,Norm,CompShg,HdBoard,HdBoard,RL,WD,143000
1964,5,5,1582,0,36500,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,190000
2000,8,5,1659,0,5664,2009,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,WD,278000
2006,8,5,1120,850,11065,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,281000
1964,5,7,1152,0,14112,2010,SLvl,Norm,Norm,CompShg,Wd Sdng,HdBoard,RL,WD,180500
1972,5,7,630,672,1680,2009,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,119500
1892,5,4,1378,994,6600,2009,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,107500
1976,7,5,832,832,10140,2006,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,162900
1955,5,7,864,0,8172,2006,1Story,Norm,Norm,CompShg,WdShing,Plywood,RL,WD,115000
1968,5,5,1052,0,8400,2006,1Story,Feedr,Norm,CompShg,HdBoard,HdBoard,RL,WD,138500
1963,5,6,1128,0,8700,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,155000
2005,6,5,1072,0,3675,2006,SFoyer,Norm,Norm,CompShg,VinylSd,VinylSd,RM,New,140000
2008,10,5,4692,950,63887,2008,2Story,Feedr,Norm,ClyTile,Stucco,Stucco,RL,New,160000
1959,5,7,1246,0,7500,2010,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,154000
1999,7,5,1005,978,10762,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,225000
1942,6,7,753,741,7500,2009,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,177500
1994,8,5,1203,1323,10120,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,290000
2005,7,5,1616,0,8688,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,232000
2004,7,5,976,732,3363,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,130000
2006,9,5,1652,0,13173,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,325000
2005,7,5,1368,0,6955,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,202500
1994,5,5,990,0,8072,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,138000
1948,5,7,1122,0,12000,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,147000
1991,6,5,1294,0,7153,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,179200
1959,7,8,1902,0,17500,2010,1Story,PosA,Norm,CompShg,BrkFace,HdBoard,RL,WD,335000
2005,7,5,1274,0,8814,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,203000
1990,8,5,1453,1357,9572,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,302000
1999,9,5,1422,1177,14774,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,333168
1954,4,6,948,0,8190,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,119000
1969,6,5,1092,1020,11075,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,206900
2008,8,5,1630,0,10226,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,295493
2006,7,5,1352,0,4230,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,New,208900
2001,8,5,1787,0,14781,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,275000
1954,4,5,948,0,10215,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,111000
1957,6,3,1478,0,8400,2009,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,156500
1949,3,6,720,0,6627,2008,1Story,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,72500
1992,7,5,1061,862,10186,2010,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,190000
1940,4,7,708,0,5330,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,82500
2006,8,5,1795,0,9986,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,147000
1922,4,4,796,0,3636,2008,1Story,Norm,Norm,CompShg,AsbShng,AsbShng,RM,WD,55000
1931,3,6,774,0,4270,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RH,WD,79000
1982,5,9,816,0,6600,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,130500
1920,6,7,1584,1208,10440,2008,1.5Fin,Norm,Norm,CompShg,BrkFace,Wd Sdng,RM,WD,256000
1998,7,5,955,677,9084,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,176500
2006,8,5,1588,0,10000,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,227000
1976,5,5,954,0,10780,2006,SLvl,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,132500
1938,4,6,816,0,8877,2009,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,100000
1938,5,6,803,557,7200,2006,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,125500
1970,5,6,765,600,2368,2009,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RM,WD,125000
1977,6,5,1334,0,9650,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,167900
1973,5,5,1656,0,9246,2008,1Story,Feedr,Norm,CompShg,Plywood,Plywood,RL,WD,135000
1941,4,4,693,0,4118,2006,1Story,Feedr,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,52500
2002,7,5,920,941,13450,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,200000
1972,5,7,864,0,9560,2006,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,128500
1971,4,5,872,0,8294,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,123000
2003,6,5,1114,0,13695,2008,1Story,RRAe,Norm,CompShg,VinylSd,VinylSd,RL,WD,155000
2002,8,5,1284,885,9375,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,228500
1928,6,6,1172,741,7558,2009,1.5Fin,Norm,Norm,CompShg,BrkFace,Stone,RL,WD,177000
2006,7,5,728,728,11103,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,155835
1920,4,4,960,0,6000,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,108500
1968,7,7,2156,0,20781,2006,1Story,PosN,Norm,CompShg,BrkFace,HdBoard,RL,WD,262500
2006,8,5,1776,0,15306,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,283463
1998,7,5,1494,0,16196,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,215000
1872,8,5,938,1215,5250,2008,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,122000
1969,5,5,1338,1296,11643,2009,2Story,Artery,Norm,CompShg,MetalSd,MetalSd,RL,WD,200000
1962,6,6,858,858,9247,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,171000
1937,6,9,786,390,6000,2009,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,134900
1995,8,5,2053,1185,14720,2010,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,410000
2000,7,5,992,873,10316,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,235000
1968,7,6,1222,698,10192,2006,SLvl,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,170000
1966,5,5,892,0,9477,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,110000
1971,5,6,1078,0,12537,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,149900
2000,6,5,769,804,2117,2010,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,177500
2004,9,5,1980,0,16737,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,315000
1921,5,6,990,1611,9842,2008,2Story,Feedr,Norm,CompShg,MetalSd,Wd Sdng,RL,WD,189000
2005,7,5,1530,0,16158,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,260000
1920,4,4,1281,457,12513,2009,1.5Fin,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,104900
2006,6,5,616,796,8499,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,156932
2005,7,5,520,600,3180,2006,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,144152
2000,7,5,814,860,7500,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,WD,216000
1999,7,5,882,908,9179,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,193000
1977,5,6,925,550,2665,2006,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,127000
2003,6,5,848,0,4435,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,144000
2003,8,5,1668,0,10635,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,232000
1920,4,6,840,534,5400,2009,1.5Fin,Artery,Norm,CompShg,CBlock,CBlock,RL,WD,105000
1955,6,6,1661,0,9600,2008,SLvl,Norm,Norm,CompShg,AsbShng,AsbShng,RL,WD,165500
1998,7,6,1108,989,9750,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,274300
2001,10,5,2633,0,11400,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,466500
2005,7,5,1026,932,10625,2008,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,FV,WD,250000
2007,8,5,1571,0,10991,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,239000
1930,6,5,790,0,6292,2008,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,91000
1941,5,5,984,620,10998,2009,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,117000
1973,6,5,483,504,1953,2006,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RM,WD,83000
2006,5,5,754,640,9735,2008,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,167500
1914,3,3,864,0,8212,2010,1Story,Norm,Norm,CompShg,Stucco,Stucco,RL,WD,58500
1970,6,7,2117,0,12925,2008,1Story,Norm,Norm,CompShg,BrkFace,Plywood,RL,WD,237500
1920,7,7,998,764,7200,2006,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,157000
1918,5,7,1416,0,25339,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,112000
1939,6,5,698,560,9060,2009,1.5Fin,Norm,Norm,CompShg,WdShing,Wd Shng,RL,WD,105000
1922,4,8,796,358,5436,2010,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,125500
1978,7,5,1392,1392,16692,2006,2Story,RRAn,Norm,CompShg,Plywood,Plywood,RL,WD,250000
1916,6,7,1664,862,8520,2007,1.5Fin,Artery,Norm,CompShg,Stucco,Stucco,RM,CWD,136000
2006,9,5,1746,0,14892,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,377500
1941,6,6,869,349,6000,2007,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,131000
2000,7,5,1525,0,9100,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,235000
1967,5,5,1584,0,8944,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,124000
1967,5,5,900,0,7838,2006,SFoyer,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,123000
1905,6,7,1221,691,10800,2008,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,163000
2006,7,5,1500,0,4045,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,246578
2005,8,5,1133,1349,12665,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,281213
1948,5,5,1687,0,57200,2010,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,160000
1920,5,8,939,574,6120,2007,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,137500
1950,5,4,1136,768,7200,2009,1.5Fin,Norm,Norm,CompShg,VinylSd,Wd Sdng,RL,WD,138000
1925,6,6,1160,448,6171,2009,1.5Fin,Norm,Norm,CompShg,WdShing,Wd Shng,RL,WD,137450
1929,6,7,950,208,6000,2008,1.5Fin,Norm,Norm,CompShg,WdShing,Wd Shng,RM,WD,120000
2004,6,5,864,729,7415,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,193000
2006,7,5,1294,0,6762,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,193879
2007,8,5,1464,0,15256,2007,1Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,WD,282922
1915,3,4,694,520,10410,2006,1.5Fin,Artery,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,105000
2004,8,5,1646,0,3842,2008,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,275000
1972,5,7,768,0,8445,2009,SFoyer,Norm,Norm,CompShg,HdBoard,Wd Shng,RL,WD,133000
1985,5,5,833,0,8780,2009,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,112000
1910,4,7,741,622,7740,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,125500
1986,7,6,1236,857,20544,2008,2Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,215000
2001,7,5,944,896,12420,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,230000
1950,6,8,1112,556,9600,2009,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,140000
1949,4,5,1040,0,7200,2009,1Story,Norm,Norm,CompShg,BrkFace,Stone,RL,WD,90000
2005,8,5,1844,0,10994,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,COD,257000
1923,6,7,1053,795,13053,2008,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,207000
2007,7,5,1569,0,3635,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,175900
1885,4,6,1246,1044,11340,2010,2Story,Norm,Norm,CompShg,VinylSd,AsbShng,RM,WD,122500
1998,8,5,1310,1140,16545,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,340000
1963,5,5,1144,0,9204,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,COD,124000
1969,6,5,1844,0,16381,2006,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,223000
1968,6,6,708,708,11700,2006,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,179900
1977,6,5,1069,0,4043,2010,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,127500
2003,6,5,848,0,4435,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,136500
1966,6,7,1575,626,19690,2006,SLvl,Norm,Norm,Tar&Grv,Plywood,Plywood,RL,WD,274970
1958,5,5,1344,0,9503,2007,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,144000
1959,6,6,1252,0,10721,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,142000
1994,7,5,1223,904,10944,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,271000
1945,5,6,1048,510,10930,2008,1.5Fin,Artery,Norm,CompShg,MetalSd,MetalSd,RL,WD,140000
1940,5,7,804,0,7200,2010,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,119000
1981,6,7,1440,0,12546,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,182900
2005,5,5,734,1104,21930,2006,2Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,WD,192140
1976,6,6,958,0,4928,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,143750
1927,4,6,968,0,10800,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,64500
2000,6,5,962,830,10261,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,186500
1977,5,5,1126,0,17400,2006,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,160000
1962,6,9,1537,0,8400,2008,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,COD,174000
1971,4,6,864,0,9000,2007,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,120500
2008,8,5,1932,0,12444,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,394617
1957,6,7,1236,0,7407,2010,1Story,Artery,Norm,CompShg,MetalSd,MetalSd,RM,WD,149700
1979,7,6,1040,685,11584,2007,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,197000
1922,6,7,1423,748,11526,2008,2.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,191000
2004,6,5,848,0,4426,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,149300
2008,10,5,1026,981,11003,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,WD,310000
1916,6,6,952,0,8854,2009,1.5Unf,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,121000
2004,7,5,1422,0,8500,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,179600
1966,6,5,913,0,8400,2007,SFoyer,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,129000
1962,5,7,1188,0,26142,2010,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,157900
1995,8,5,1220,870,10000,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,240000
1910,4,7,796,550,11767,2007,2Story,Norm,Norm,CompShg,MetalSd,HdBoard,RL,WD,112000
1970,5,7,630,0,1533,2006,SFoyer,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,92000
1974,5,5,896,896,9000,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,136000
2008,8,5,1578,0,9262,2009,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,New,287090
2005,5,5,1072,0,3675,2006,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,145000
2006,5,5,1140,0,17217,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,84500
2004,7,5,1221,0,7500,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,WD,185000
1999,6,5,953,694,7917,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,175000
1978,6,6,2073,0,13175,2010,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,210000
1941,7,9,1188,1152,9042,2010,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,WD,266500
1950,5,6,1078,0,9717,2010,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,142125
1965,5,6,1256,0,9937,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,147500
